Title,link_url,institute,author,language,description,date,tags,ratings,votes
M220J: MongoDB for Java Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb undefined https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Java application development with MongoDB. This course will teach you how to use MongoDB as the database for a Java application. You'll play the role of a back-end developer for a Java application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"Java,  MongoDB,  Databases,  Programming,  Developer,  NoSQL",Average: 6.1,(14 votes)
M220JS: MongoDB for Javascript Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb undefined https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Node.js application development with MongoDB. This course will teach you how to use MongoDB as the database for a Node.js application. You'll play the role of a back-end developer for a Node.js application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"MongoDB,  Javascript,  Node.js,  MFlix",Average: 3.9,(16 votes)
M220P: MongoDB for Python Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb undefined https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb,MongoDB University,MongoDB,English,Learn the essentials of Python application development with MongoDB. This course will teach you how to use MongoDB as the database for a Python application.,Mar 12th 2019,"MongoDB,  Python,  Python Programming,  Applications Development",,
M310: MongoDB Security (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m310-mongodb-security-mongodb undefined https://www.mooc-list.com/course/m310-mongodb-security-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's native and third-party integration security features and resources. This course will provide you with the knowledge to create secured deployments of MongoDB for production-ready environments.,Mar 12th 2019,"Security,  MongoDB Security,  MongoDB",Average: 5.6,(9 votes)
Introduction to Psychology: The Psychology of Learning (FutureLearn) More Info,https://www.mooc-list.com/course/introduction-psychology-psychology-learning-futurelearn https://www.mooc-list.com/course/introduction-psychology-psychology-learning-futurelearn,Monash University,FutureLearn,English,"Explore how new behaviours are learnt by examining different types of psychological conditioning. Understand the different ways we learn. How do people learn different behaviours? How does biology affect our ability to learn new things? On this course you will answer these questions and others, exploring the difference between learned and instinctive behaviours, and considering different approaches to how we learn - for instance, you’ve probably heard of Pavlov and his dog - this is an example of classical conditioning.",Feb 25th 2019,"Introduction to Psychology Program
,  Psychology
,  Learning
,  Psychological Conditioning
,  Behavior
,  Classical Conditioning
,  Operant Conditioning
,  Observational Learning",,
Reservoir Simulation (Miríada X) More Info,https://www.mooc-list.com/course/reservoir-simulation-miriada-x https://www.mooc-list.com/course/reservoir-simulation-miriada-x,Universidad Politécnica de Madrid,Miríada X,English,"Oil and gas reservoir modelling needs two types of data. Those that permit to define the static model (core, well logs and seismic interpretation) and those that allow to define the dynamic model (pressure evolution, fluid production, boundary conditions). In this MOOC we will focus on the dynamic model.",Feb 25th 2019,"Reservoirs
,  Oil Reservoirs
,  Gas Reservoirs
,  Dynamic Models",,
At the heart of medical radioactivity (FUN) More Info,https://www.mooc-list.com/course/heart-medical-radioactivity-fun https://www.mooc-list.com/course/heart-medical-radioactivity-fun,Université de Nantes,FUN,English,"After a brief introduction on the physical basis of radioactivity, the MOOC ""at the heart of medical radioactivity"", will present in different stages the interest of medical radioactivity, from the design of a radiopharmaceutical to its use in the patient. The public objective of this MOOC is to demonstrate the medical use of radioactivity and its modalities.",Feb 25th 2019,"Medical Radioactivity
,  Health
,  Radioactivity
,  Radiopharmaceuticals
,  Radioactive Isotopes",Average: 9,(1 vote)
Liderazgo y comportamiento organizacional (edX) More Info,https://www.mooc-list.com/course/liderazgo-y-comportamiento-organizacional-edx https://www.mooc-list.com/course/liderazgo-y-comportamiento-organizacional-edx,Tecnológico de Monterrey,EdX,Spanish,"Aprende a desarrollar tu potencial como líder, desarrolla habilidades de motivación, liderazgo y negociación. El liderazgo está en todas partes. Está implicado en casi cada acción social. Muchas personas que tienen el potencial de ser líderes no se dan cuenta, necesitan desarrollar su potencial de liderazgo personal y organizacional. Muchos que se convierten en líderes no saben cómo manejar esas responsabilidades.",Self Paced,"Leadership
,  Leader
,  Negotiation Skills
,  Motivation
,  Leadership Skills",,
Liderazgo en la empresa familiar (edX) More Info,https://www.mooc-list.com/course/liderazgo-en-la-empresa-familiar-edx https://www.mooc-list.com/course/liderazgo-en-la-empresa-familiar-edx,Tecnológico de Monterrey,EdX,Spanish,"Aprende las dinámicas de las empresas familiares, con el fin de aplicar las habilidades, herramientas e instrumentos que implican liderar y orquestar la empresa familiar de forma exitosa.  Para lograr que la familia trascienda y la empresa se sostenga en el tiempo, en este curso de emprendimiento y administración de empresas, tendrás  la oportunidad de comprender la complejidad de las dinámicas de familia y empresa, reflexionar sobre los roles y formas de pensar del dirigente familiar y hacer un diagnóstico del emprendimiento empresarial.",Self Paced,"Family Business
,  Entrepreneurship
,  Business Administration
,  Leadership",,
Community Based Research: Getting Started (FutureLearn) More Info,https://www.mooc-list.com/course/community-based-research-getting-started-futurelearn https://www.mooc-list.com/course/community-based-research-getting-started-futurelearn,University College London,FutureLearn,English,Learn the skills you need to carry out research in your own community using the 'citizen science' approach of UCL's RELIEF Centre. Community based research means involving a community in all stages of a research process - this kind of research can give people the power to transform their lives.,Feb 25th 2019,"Research
,  Community
,  Community Based Research
,  Research Skills
,  Ethics",,
What Is Sociology? An Introduction (FutureLearn) More Info,https://www.mooc-list.com/course/what-sociology-introduction-futurelearn https://www.mooc-list.com/course/what-sociology-introduction-futurelearn,"The University of Newcastle, Australia",FutureLearn,English,"Examine perspectives on society, and the cultural issues facing society. Apply sociological theory to researching social groups. Discover the fascinating field of sociology. How can society be analysed? And what are some of the contemporary cultural issues in society? Get answers to these questions and more with this introduction to sociology course.",Feb 25th 2019,"Sociology
,  Sociological Theory
,  Sex
,  Gender",,
Great South Land: Introducing Australian history (FutureLearn) More Info,https://www.mooc-list.com/course/great-south-land-introducing-australian-history-futurelearn https://www.mooc-list.com/course/great-south-land-introducing-australian-history-futurelearn,"The University of Newcastle, Australia",FutureLearn,English,"Get an introduction to Australian history starting with Aboriginal deep time. Explore convictism, colonialism and more. Travel back in time to discover Australian history. On this course you will take a journey through Australian history. You will examine a range of periods and topics including Aboriginal deep time history, transportation and convictism and colonialism.",Feb 25th 2019,"Australian History
,  Australia
,  Convictism
,  Colonialism",,
Cognitive Behavioural Skills to Treat Back Pain: The Back Skills Training (BeST) Programme (FutureLearn) More Info,https://www.mooc-list.com/course/cognitive-behavioural-skills-treat-back-pain-back-skills-training-best-programme-futurelearn https://www.mooc-list.com/course/cognitive-behavioural-skills-treat-back-pain-back-skills-training-best-programme-futurelearn,University of Oxford,FutureLearn,English,"Learn an evidence-based, cognitive behavioural approach to manage low back pain with this CPD course for health professionals. Understand a cognitive behavioural approach to manage ongoing low back pain. The Back Skills Training (BeST) programme focuses on ‘undoing’ beliefs about low back pain, and provides skills to become more active, despite pain.",Feb 25th 2019,"Cognitive Behavioural
,  Back Skills Training
,  BeST
,  Back Pain
,  Health
,  Pain Management",,
The Tudors (FutureLearn) More Info,https://www.mooc-list.com/course/tudors-futurelearn https://www.mooc-list.com/course/tudors-futurelearn,University of Roehampton,FutureLearn,English,"Go back in time to learn about the dramatic rule of the Tudor monarchs and religious change of the sixteenth century reformation. Uncover the turbulent history of Tudor England and its lasting impact. From magnificence and martyrs to weddings and war, the Tudor period was one of the most eventful in British history. The reigns of the five (or was it six?) monarchs during the late fifteenth to seventeenth century has enthralled historians, students and television and film producers alike.",Feb 25th 2019,"Tudors
,  Tudor Monarchy
,  History
,  British History",,
